22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	-1
-1	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	-1
-1	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	-1
-1	45	45	45	45	45	45	45	45	45	45	45	45	45	26	27	24	25	26	27	45	45	26	27	24	25	26	27	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	-1
-1	45	45	45	45	45	45	45	45	45	45	45	45	45	40	41	38	39	40	41	45	45	40	41	38	39	40	41	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	-1	22
-1	45	45	45	45	45	45	45	45	45	45	45	45	45	24	25	26	27	24	25	45	45	24	25	26	27	24	25	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	0	5	6	45	45	45	45	45	45	45	45	45	25	26	27	24	25	12	-1
-1	45	45	45	45	45	45	45	45	45	45	45	45	45	38	39	-1	-1	-1	-1	45	45	-1	-1	-1	-1	38	39	45	45	45	45	45	45	45	45	45	0	1	2	3	4	28	19	18	20	19	20	19	20	19	20	31	20	16	17	20	39	40	41	38	39	40	-1
-1	45	45	45	5	6	45	45	45	45	45	45	45	45	26	27	10	11	12	13	4	45	12	13	10	11	26	27	0	28	14	15	20	19	31	18	20	19	20	19	31	42	43	43	43	43	43	43	43	43	29	30	44	32	18	-1	-1	27	24	25	26	27	24	-1
-1	19	20	19	20	19	20	31	20	19	16	17	18	19	40	41	38	39	40	41	20	18	40	41	38	39	40	41	42	43	43	43	29	30	44	32	43	43	29	30	44	32	33	34	43	43	43	29	47	48	44	44	44	44	48	-1	-1	41	38	-1	-1	-1	-1	22
-1	43	43	33	34	29	30	44	32	43	43	43	43	43	24	25	26	27	-1	-1	-1	-1	-1	-1	26	27	10	25	43	43	29	48	44	44	44	44	48	47	44	44	44	44	48	48	46	48	47	44	44	44	44	44	44	-1	-1	64	-1	25	26	-1	-1	-1	-1	22
-1	48	46	48	48	44	44	44	44	46	47	48	48	-1	-1	39	40	41	-1	22	22	22	22	-1	40	41	38	39	47	46	44	-1	-1	-1	-1	44	44	44	44	-1	-1	-1	-1	44	44	44	44	44	44	44	44	-1	22	22	22	22	-1	39	40	305	305	-1	-1	-1
62	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	62	-1	-1	-1	64	22	22	22	22	62	-1	-1	-1	-1	-1	-1	22	22	22	22	22	22	43	-1	22	22	22	22	22	22	-1	-1	-1	-1	-1	-1	22	22	22	22	22	22	22	-1	-1	-1	-1	-1	-1	-1
22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	-1	-1	-1
